won,speakernum,start,end,spreker,majority_speaker,majority_perc,closest_speaker,closest_dist,text
WON02440099,SPEAKER_11,1063.998302207131,1064.9830220713075,,,0.825,,1.1560044347295257," Maar waarom dan niet, als u het zo belangrijk vindt?"
WON02440099,SPEAKER_09,1064.9830220713075,1082.249575551783,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5560689156592," Omdat we hebben gezegd van het belangrijkste wat nu moet gebeuren...

 is dat bewindspersonen dat gaan doen.

 Ik denk ook, als u kijkt naar de grootte van de fractie die wij op dit moment hebben...

 en uiteindelijk ook de invloed die wij vanuit lobbyisten krijgen...

 dat die een stuk kleiner is dan de grootte van besluiten."
WON02440099,SPEAKER_11,1081.0780984719863,1086.358234295416,,,0.825,,0.9507998508106908," Maar als u het zo belangrijk vindt, dan houdt niks je natuurlijk tegen...

 om het gewoon op je eigen website in een hoekje te zetten."
WON02440099,SPEAKER_09,1086.358234295416,1086.8505942275042,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,1.1051905107136457," Nee, dat is zeker waar."
WON02440099,SPEAKER_09,1086.8675721561972,1094.9660441426145,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.6400355283490744," Om het een goede voorbeeld te geven.

 En wij hebben daar ook goed naar gekeken.

 We hebben daarvoor gekozen om dat op dit moment nog niet te doen.

 Maar wat het nu of niet is, dat kan zeker nog wel komen."
WON02440099,SPEAKER_11,1087.76740237691,1159.9745331069612,,,0.825,,0.7446425877217255," Want ik vraag het omdat u contact heeft gehad met de lobbyclub EuroDefence.

 Dat is een militaire denktank met ook leden uit de defensieindustrie.

 Daarmee heeft u gepraat over Europese defensie.

 En voor de helderheid, dat mag gewoon.

 Deze mensen belobbyen Tweede Kamerleden en heeft ook de fractie van Volt belobbied.

 En wij hebben EuroDefence gebeld over dat proces.

 En ze vertelden ons dat ze na dat gesprek bij jullie...

 en nadat ze daar een brief over hebben gestuurd...

 gebeld werden door Volt Spanje.

 Omdat Volt Nederland zo enthousiast was dat ze de brief vertaald hebben...

 en hebben doorgestuurd.

 Dat mag natuurlijk ook allemaal.

 We hebben vervolgens uw verkiezingsprogramma gekeken...

 en het lobbyprogramma bekeken.

 En dan zie je daar eigenlijk weinig ruimte tussen ontstaan.

 Dat mag natuurlijk ook.

 Uw eigen adviseur Geopolitiek en Defensiebeleid...

 heeft tweeëneenhalf jaar voor EuroDefence gewerkt.

 Ook dat mag, maar laat ik het dan zo vragen.

 Is dit niet bij uitstek een proces geweest en een contact geweest...

 waarvan u zegt dat had in het lobbyregister gekund?

 Of op de eigen website?"
WON02440099,SPEAKER_09,1159.9745331069612,1181.7572156196943,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5453122353317206," Zeker, ik denk dat dat ook een mooi proces zou zijn...

 als we dat ook voor Kamerleden gaan krijgen.

 Dus daar zou ik ook groot voorstander van zijn.

 We hebben ook met ons verkiezingsprogramma juist geprobeerd...

 om inzichtelijk te maken van met wie hebben we besproken.

 Daar hebben we ook een eigen register voor bijgehouden.

 Juist omdat we dat ook transparant wilden maken.

 Dus ja, dit zou een mooie vervolgstap kunnen zijn."
WON02440099,SPEAKER_11,1181.7572156196943,1188.7011884550084,,,0.825,,0.903789426387799," Zijn er nog meer contacten waarvan u zegt...

 nou ja, als ik dit zo hoor, had dat er misschien op gemoeten?

 Zijn er nog meer voorbeelden waarvan u zegt..."
WON02440099,SPEAKER_09,1189.7707979626484,1215.390492359932,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5564897687590632," Nee, op dit moment zou ik niet direct weten wat er nog meer op zou gemoeten.

 Maar kijk, wat ik heel goed zou vinden...

 is als Kamerleden hier ook veel meer aan zouden gaan doen.

 Want wat je ook hebt gezien in de afgelopen jaren...

 is dat Kamerleden soms de overstap maken naar een bepaald bedrijf.

 We hebben bijvoorbeeld een VVD-Kamerlid gehad...

 die in de Kamer voor Uber aan het lobbyen was...

 en vervolgens een overstap maakte om daar als medewerker te gaan werken."
WON02440099,SPEAKER_11,1213.1324278438033,1216.8675721561972,,,0.825,Thierry Baudet,0.8448568293370302, Maar dit was misschien het kleine blokje hand in eigen boezem.
WON02440099,SPEAKER_09,1217.156196943973,1230.0424448217318,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5764713401875566," Nee, zeker. Dus ik neem het zeker ook mee.

 En wat ik ook zei, ik vind ook dat Kamerleden dit eigenlijk moeten gaan doen.

 En misschien zou een eerste goede stap ook zijn voor Kamerleden...

 om in ieder geval de agenda's openbaar te maken van de afspraken die ze hebben.

 Laten we naar uw ideeën gaan."
WON02440099,SPEAKER_11,1230.0424448217318,1239.0067911714773,,,0.825,,0.8108926734421248," En naar het onderwijs, we hadden het er net al even over.

 Want dat is bijvoorbeeld echt belangrijk.

 Zeker. Ja, absoluut."
WON02440099,SPEAKER_09,1239.0067911714773,1256.5449915110357,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5830263208218027," Waarom?

 Kijk, onderwijs is uiteindelijk de plek waar leerlingen elkaar kunnen ontmoeten.

 Waar mensen samenkomen en in hun leven zichzelf kunnen ontwikkelen en ontplooien.

 Om uiteindelijk ook klaar te zijn om hun toekomst te kunnen vooromgeven.

 En daarom denk ik ook dat onderwijs zo ontzettend belangrijk is."
WON02440099,SPEAKER_11,1256.5449915110357,1295.967741935484,,,0.825,,0.776986426546927," Het is eigenlijk verweven in uw hele verkiezingsprogramma.

 Het heeft natuurlijk een eigen paragraaf.

 Maar eigenlijk in elk hoofdstuk waar iets moet veranderen in de maatschappij...

 zegt Volt onderwijs als oplossing.

 En we hebben geteld, u wilt 15 uitbreidingen van het lespakket.

 En helemaal nieuwe vakken introduceren.

 Ik noem er een paar.

 Een lesprogramma over ADHD zien we hier.

 Maar ook lessen over Europees burgerschap.

 AI-onderwijs wilt u gaan geven.

 Compleet met programmeren en zo.

 Dus het zijn niet zomaar even losse lesjes, maar echt lessen.

 En we hebben met twee leraren gesproken die overwegen om op uw partij te stemmen.

 En die daar het volgende over zeggen."
WON02440099,SPEAKER_13,1297.037351443124,1301.842105263158,,,1.0,,1.1677778203033373, Dit is een lijstje met alle punten die Volt wil dat wij extra gaan doen in de klas.
WON02440099,SPEAKER_02,1301.910016977929,1306.5280135823432,,,1.0,Caroline van der Plas,1.103785046097561," In welke lessen, in welke geschiedenislessen, maar ook lesen in algemeen...

 moet dit allemaal plaats gaan vinden?"
WON02440099,SPEAKER_13,1306.8845500848897,1325.4244482173176,,,1.0,,1.055096559015984," Ik zie ook staan, schoollunches.

 Dat is een heel mooi idee.

 Als het ook allemaal voor ons georganiseerd wordt.

 Want nu zie ik heel veel dat scholen dat dan zelf moeten regelen.

 Ik heb stage gelopen in Zweden.

 Maar daar heb je gewoon een hele kantine.

 En regelt de overheid inderdaad de huisvesting dat het eten gemaakt wordt."
WON02440099,SPEAKER_02,1325.6112054329374,1338.9049235993211,,,1.0,,0.9987268192199316," Ik heb mentale gezondheid opgezet.

 Heel belangrijk thema. Heel actueel.

 Maar lang niet elke school heeft daar de tijd en geld en kunde voor...

 om dat goed te kunnen ondersteunen.

 Wat moeten wij dan nog met die kinderen ernaast doen?"
WON02440099,SPEAKER_15,1339.8896434634976,1341.9949066213921,,,1.0,,1.0851841368043085," Is het allemaal haalbaar, al die plannen van Volt voor het onderwijs?"
WON02440099,SPEAKER_13,1342.589134125637,1348.497453310696,,,1.0,,1.0959925645461164," Nee, het zijn hele leuke ideeën. Maar zeker op de korte termijn...

 voor ons in ieder geval als leraar, totaal niet haalbaar."
WON02440099,SPEAKER_02,1348.6502546689303,1349.7198641765704,,,1.0,Caroline van der Plas,1.1915815040657103, Beste meneer Dassen.
WON02440099,SPEAKER_02,1350.7385398981323,1363.0984719864177,,,1.0,,0.9950671426542224," Het is met het leraartekort niet vijf minuten voor twaalf, maar vijf minuten na twaalf.

 Scholen bezwijken onder druk. U komt met extra nieuwe taken.

 Maar wat gaat u er echt aan doen om voor het zorgen dat mijn collega's geholpen worden?"
WON02440099,SPEAKER_13,1363.1154499151103,1370.263157894737,,,1.0,Lilian Marijnissen,1.0885555521917563," Ik ben heel erg benieuwd hoe u de huidige leerkrachten wil behouden.

 Dus hoe zorgt u ervoor dat ze op een fijne manier in het vak kunnen blijven staan?"
WON02440099,SPEAKER_11,1371.264855687606,1377.427843803056,,,0.825,,0.8703773013648161," Ja, zeggen Maaike en Martijn.

 Een enorme lastenverzwaring voor de docent die het toch al zo druk heeft.

 Wat zegt u tegen ze?"
WON02440099,SPEAKER_09,1377.716468590832,1393.998302207131,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5635624289740413," Het leraartekort is een van de grote problemen die we op dit moment hebben.

 En dat is al veel langer gaande.

 Dat tekort is steeds groter aan het worden.

 Daarvoor doen wij ook daadwerkelijk voorstellen in ons verkiezingsprogramma.

 Want ik begrijp deze zorgen heel erg goed.

 En die zijn ook helemaal terecht."
WON02440099,SPEAKER_11,1393.998302207131,1399.0067911714773,,,0.825,,0.8551847672862694, Want de taken die erbij komen maken het vak nog zwaarder.
WON02440099,SPEAKER_09,1399.0067911714773,1442.9966044142616,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5601848119946391," Zeker. Maar er zijn twee punten in.

 En één is het leraartekort zelf.

 Daarvoor moeten we in ieder geval zorgen dat de administratieve druk...

 voor leraren flink omlaag gaat.

 Nu zijn ze 6,5 uur per week bezig met administratieve lasten.

 Dat de salariering omhoog gaat.

 Dus dat het ook een aantrekkelijker beroep wordt.

 En wij zeggen, zorg ook dat de opleiding tot leraar gratis wordt.

 Zodat het ook aantrekkelijker wordt om mensen voor dat beroep te kiezen."
WON02440099,SPEAKER_11,1424.7453310696096,1455.0,,,0.825,Laurens Dassen,0.6252811808237351," En dan de verzwaring van het takenpakket met 15 vakken.

 Dat is niet een zilver bullet.

 Ik weet dat we het daar niet meteen oplossen.

 Maar het is wel belangrijk dat we daarmee aan de slag gaan.

 Er zijn een aantal zaken waarvan wij zeggen...

 daar moet in het onderwijs meer aandacht voor zijn.

 En als ik er één uit mag pakken, is kunstmatige intelligentie.

 Wat ik fijn zou vinden, want ik begrijp dat al die dingen belangrijk zijn...

 ik denk dat iedereen het daarover eens is.

 Dan leg ik eruit aan de hand van...

 je vindt de uren die daar gemoeid mee zijn...

 vertalen in iets werkbaars voor die docenten."
WON02440099,SPEAKER_09,1447.478777589134,1503.7266553480476,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.49626182249777345," Dat begrijp ik heel erg goed.

 Schoollunches staat er bijvoorbeeld ook tussen.

 Daarvan zou je kunnen kijken of externe partijen dat kunnen organiseren.

 Daar zijn externe partijen voor die dat doen.

 Daarvan zeggen wij ook, zorg dat die uitgebreid worden.

 En dat de ministeries daar ook mee zaken doen...

 om uiteindelijk te zorgen dat dat voor een school geïmplementeerd wordt.

 Maar wacht even, bedoelt u nu de schoollunches die extern moeten worden?

 Dat zijn de schoollunches. Die kun je deels extern inkopen."
WON02440099,SPEAKER_11,1478.174872665535,1505.7809847198641,,,0.825,Laurens Dassen,0.5088995373526735," Bij bijvoorbeeld digitale vaardigheden...

 waarom wij ook zeggen dat dit moet gebeuren...

 en waarom ik ook begrijp dat dat een uitdaging is...

 maar tegelijkertijd, de toekomst wacht niet.

 Digitale vaardigheden hebben onze kinderen nodig...

 om in een wereld te leven waar desinformatie zit.

 Waar we steeds meer met kunstmatige intelligentie in de weg zakken.

 Maar wacht even, nu doet u hetzelfde.

 U legt uit waarom de lessen belangrijk zijn."
WON02440099,SPEAKER_09,1505.2376910016978,1516.0016977928694,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5715035450208502," Maar daar twijfelt niemand over.

 Dat is toch belangrijk om uit te leggen.

 En ook daarbij zijn er, en dat zie je ook in andere landen...

 mogelijkheden dat externe partners daarbij helpen..."
WON02440099,SPEAKER_11,1506.5619694397283,1523.251273344652,,,0.825,Laurens Dassen,0.6329547932049434," om die lessen te kunnen geven.

 Dus die 15 modules, die vakken die we net zagen...

 daarvan zegt u, net als die schoollunches, extern inhuren?"
WON02440099,SPEAKER_09,1516.4770797962651,1546.5449915110357,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5660910696330249," Bij een gedeelte daarvan, ja.

 Want dan kun je namelijk zorgen dat het voor leraren ook werkbaar blijft.

 Maar hierbij ook, het zijn twee sporen.

 Want allebei moet het wel gedaan worden.

 We moeten en dat leraar tekort tegengaan...

 en we moeten zorgen dat ook dit soort vaardigheden...

 uiteindelijk wel ook door leerlingen geleerd worden...

 zodat ze klaar zijn voor de toekomst.

 Maar daarvoor zullen we externe partners ook nodig hebben."
WON02440099,SPEAKER_11,1547.2750424448218,1571.264855687606,,,0.825,,0.7762799486023444," Ja, ik moet een beetje denken aan het Sociaal en Cultureel Planbureau...

 wat dit weekend, u hebt dat ongetwijfeld gezien...

 kritiek heeft gehad op veel verkiezingsprogramma's...

 omdat ze zeggen, daar worden dingen voorgesteld...

 die eigenlijk niet haalbaar zijn...

 en waarvan het hoe ook helemaal niet duidelijk is.

 Heeft u bijvoorbeeld dan uitgerekend, in dit concrete geval...

 hoeveel het kost om die extra partijen van buiten in te huren?"
WON02440099,SPEAKER_09,1571.621392190153,1601.9949066213921,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.491405282293291," Wij zijn dat nu aan het bekijken.

 Wij laten ons verkiezingsprogramma ook deels doorrekenen.

 Dus dat handel krijgen we morgen.

 Daar zal een stuk in zitten. Daar zal niet alles in zitten.

 En dat is denk ik ook een discussie die we moeten gaan voeren.

 Maar niet al die 15 zaken zullen ook van buitenaf ingehuurd kunnen worden.

 Maar wel als je bijvoorbeeld kijkt naar welzijn van leerlingen...

 wat nu een heel groot probleem is.

 Als je kijkt naar digitale vaardigheden, als je kijkt naar zwemles...

 als je kijkt naar schoollunches.

 Daarvan moeten we ook kijken naar externe partners."
WON02440099,SPEAKER_11,1575.4584040747031,1637.0033955857384,,,0.825,Laurens Dassen,0.6986768097454619," Wij zijn ook naar uw algemene ledenvergadering geweest.

 Gewoon eens om te kijken wat daar gebeurt.

 En daar zagen we één lid. Jorrie Moer heet ze.

 Ze werkt in het onderwijs. Ze heeft vijf amendementen ingediend daar.

 En met allen de strekking, doe dit niet.

 Ik werk in het onderwijs, zegt zij.

 Ik weet, dit kunnen wij er op dit moment niet bij hebben.

 En toen heeft het bestuur van Volt die amendementen afgekeurd...

 omdat ze het verkiezingsprogramma minder sterk zouden maken.

 En wat is hier nou echt belangrijk? De praktijk van mensen in het onderwijs...

 of de vermeende uitstraling van het Volt-programma?

 Uiteindelijk is het natuurlijk ook zo dat je moet kijken..."
WON02440099,SPEAKER_09,1637.0033955857384,1670.9932088285232,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5413815948568869," van waar wil je met het onderwijs naartoe.

 Wat is uiteindelijk belangrijk om te zorgen dat leerlingen...

 op een goede manier voorbereid zijn op hun toekomst.

 En daarin, wat ik net zei, er zijn twee sporen die we daarbij echt moeten bewandelen.

 Want we moeten ook dat lerarentekort tegengaan.

 En dan moeten we alles op alles zetten om dat zo snel mogelijk voor elkaar te krijgen.

 Daarbij realiseer ik mij natuurlijk ook dat de punten die wij graag willen...

 dat dat niet van de een op de andere dag geregeld gaat zijn.

 Zeker niet met het tekort dat we op dit moment hebben.

 Dat wil niet zeggen dat je daar als politiek niet al over na moet denken.

 Maar dan is het meer een losse vlodder en een idee van..."
WON02440099,SPEAKER_11,1670.9932088285232,1673.7775891341257,,,0.825,Thierry Baudet,0.8786168411775297," ach, die kant moet het ongeveer op."
WON02440099,SPEAKER_09,1673.981324278438,1688.6332767402378,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5566443266493823," Nou, kijk, wat ik net zeg, de toekomst die wacht niet.

 En zeker als je het hebt bijvoorbeeld over digitale vaardigheden.

 Als we daar nu niet meer aan de slag gaan...

 dan zorgen we ervoor dat onze kinderen niet goed opgeleid zijn voor de toekomst.

 En dat is wel echt iets belangrijks."
WON02440099,SPEAKER_11,1690.0084889643463,1736.714770797963,,,0.825,,0.7808984826619167," Laten we over een ander toekomstonderwerp spreken.

 Klimaat.

 U profileert zichzelf als de klimaatpartij.

 Radicale klimaatpartij.

 Ik noem een paar punten.

 Ik heb ze ook op het scherm gezet.

 U wilt in heel Europa vanaf 2025 een verbod op bruinkool en steenkool.

 In 2030 dan.

 Elektriciteitscentrales die op gas draaien in Nederland vanaf 2035 uitzetten.

 En u wilt al in 2040 CO2-neutraal zijn.

 Dat is tien jaar eerder dan de Europese ambitie.

 Heel ambitieus.

 We hebben weer iemand gesproken uit uw achterban.

 Of ik zeg het eigenlijk verkeerd, want hij is opgestapt uit uw achterban.

 Omdat hij zich zorgen maakt om de uitvoerbaarheid van deze plannen.

 Het is Frank Boerman.

 Hij weet waar hij het over heeft.

 Hij is analist bij een netbeheerder."
WON02440099,SPEAKER_10,1739.3293718166383,1803.5229202037353,,,1.0,,0.8523297781345196," Het voornaamste wat mij opviel is dat ze heel goed weten welke dingen ze niet willen.

 Dus bijvoorbeeld kolen moeten gesloot worden in 2025.

 Gas in 2035.

 Ze willen bepaalde soorten biomassa niet meer.

 Heel veel dingen zijn niet.

 Maar het is mij onduidelijk wat ze dan wel willen.

 Er worden geen radicale oplossingen gepresenteerd.

 Van waar willen we dan wel naartoe?

 Dat blijft allemaal een beetje vaag.

 Iets als waterstof wordt benoemd.

 Maar bijvoorbeeld niet van willen we dan gascentrales ombouwen?

 Of willen we nieuwe bouwen?

 Er wordt niet goed neergezet.

 Waar komt die waterstof dan vandaan?

 Is het een realistisch programma?

 Ik vind van niet.

 Omdat op het moment dat je heel veel dingen uitzet.

 Maar niks opnieuw aanzet.

 Die boot is gevaren.

 We moeten ook een plan hebben voor hoe je dat dan opvult.

 En met alleen wind en zon kom je er niet altijd.

 U maakt veel radicale keuzes om dingen uit te zetten.

 Maar wat ik me afvraag is welke radicale keuzes maakt u om dingen weer aan te zetten.

 Om in een toekomstig CO2-vrij systeem de leveringszekerheid en betaalbaarheid niet in het geding te laten komen."
WON02440099,SPEAKER_11,1804.37181663837,1810.9932088285232,,,0.825,,0.8068880123151441," Dat is dus al over 12 jaar.

 Als het over die elektriciteitscentrales gaat.

 Zeg het maar. Hoe gaat u dat gat vullen?"
WON02440099,SPEAKER_09,1810.9932088285232,1823.998302207131,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5853824860540764," Wat voor ons de energiemix van de toekomst is.

 Is wind, is zon, is kernenergie.

 En wij gebruiken inderdaad ook waterstof als energiedrager.

 En daar zetten we ook volledig op in.

 Dus wij investeren daarin om te zorgen dat uiteindelijk die kerncentrales gebouwd worden."
WON02440099,SPEAKER_11,1823.998302207131,1841.9949066213921,,,0.825,,0.7626025963062816," Ik wil het even heel concreet maken.

 Want over 12 jaar zegt u.

 Alle elektriciteitscentrales in Nederland die op gas gestookt zijn.

 Die moeten uit. Dat mag niet meer.

 Wat gaan we doen om er over 12 jaar voor te zorgen dat ons energiesysteem nog draait zoals het nu draait."
WON02440099,SPEAKER_09,1841.9949066213921,1856.018675721562,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.6048730631822787," Daarvoor moeten we meer investeren in wind.

 Meer investeren in zon.

 Meer investeren in goede opslag.

 En investeren in kernenergie.

 Zodat er over 12 jaar ook die kerncentrales kunnen draaien.

 En dan is dat prima mogelijk.

 Ook het ministerie heeft hiervan aangegeven dat dit kan."
WON02440099,SPEAKER_11,1856.018675721562,1866.0016977928694,,,0.825,,0.815982993443534," Maar wat als. Want natuurlijk je kan een kerncentrale in misschien wel minder dan 12 jaar bouwen.

 Dat moeten we nog zien.

 De kans daarop dat het niet zo is, is denk ik iets groter dan dat het wel zo is."
WON02440099,SPEAKER_09,1866.0016977928694,1908.39558573854,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5658111195898774," Nou dat ben ik niet met u eens.

 Het is juist zeker mogelijk om te zorgen dat die kerncentrales zo snel mogelijk gebouwd worden.

 En ik ben het met u eens.

 Kijk de beste tijd was 10 jaar geleden.

 Toen werd door de PvdA gezegd.

 Als we nu beginnen dan staan ze er pas over 10 jaar.

 Dan hadden we ze nu gehad.

 Maar het tweede beste moment is volgens mij dat we het nu moeten gaan doen.

 Maar wat als het nou niet lukt met die kerncentrales?

 Kijk we moeten er alles op alles in zetten dat we hier nu mee aan de slag gaan.

 En dan weet ik zeker dat we dat met elkaar voor elkaar gaan boksen.

 Net als dat we moeten investeren in die waterstof.

 En dat doen we in Nederland met wind op zee om daarin te investeren.

 Maar we moeten ook zorgen dat we dit Europees breed met elkaar gaan afspreken.

 Zodat we een Europees waterstofnetwerk door Europa krijgen.

 Maar dat is allemaal fair voor in de toekomst."
WON02440099,SPEAKER_11,1907.4617996604416,1912.623089983022,,,0.825,,0.8716727374561921, Het is niet voor niks dat deze man is van Tennet.
WON02440099,SPEAKER_09,1909.414261460102,1947.0033955857389,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5599181458772183," Dat begrijp ik.

 Maar er zijn ook heel veel mensen die aangeven dat als je nu aan de slag gaat.

 Dat het zeker mogelijk is om dit te halen.

 2040, dat is wat de wetenschap zegt.

 Als we dat niet met elkaar voor elkaar boksen.

 Dan zijn de problemen veel groter.

 Dan stoppen we klimaatverandering niet.

 Dus de keuzes die wij maken zijn juist om ervoor te zorgen.

 Dat we de grootste crisis van deze tijd met elkaar kunnen tegenhouden.

 En dan maken we ook keuzes als we stoppen met lange afstandsvruchten.

 Dat we stoppen met privéjets, stoppen met fossiele subsidies.

 Dat we investeren in waterstof, dat we investeren in batterijen.

 Juist om die transitie te kunnen maken."
WON02440099,SPEAKER_11,1912.7079796264857,1985.0,,,0.825,,0.6726347527903017," Voor u is klimaatrechtvaardigheid ook belangrijk.

 Dat betekent dat we het allemaal kunnen meemaken en kunnen betalen.

 De verwachting van alle energie-experts is...

 en we zagen het vandaag ook weer, dat de prijzen gaan stijgen.

 Zeker als het net minder stabiel wordt omdat je de gascentrales uitzet.

 Dan kan je enorm schommelingen gaan krijgen.

 Dat zeggen ook alle experts.

 Hoe voorkomt u nou dat mensen, we zagen het afgelopen winter...

 die het het zwaarst hebben, dan toch weer het slachtoffer...

 het slachtoffer, noem ik het maar even, gaan worden van energiebeleid...

 wat misschien wel goed en slim is als je over het klimaat denkt...

 maar ingewikkelder is als je nadenkt over klimaatrechtvaardigheid.

 Ja, dat zijn twee dingen."
WON02440099,SPEAKER_09,1985.0,1993.4210526315792,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5671479173007372," Dus inderdaad, we moeten echt de stappen nemen...

 om te zorgen dat we klimaatverandering tegen gaan.

 Uiteindelijk niks doen is duurder dan dat we wel de zaken doen."
WON02440099,SPEAKER_09,1993.4719864176573,2024.9151103565364,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5168402697862984," Morgen zult u zien bij onze CPB-doorrekening.

 Wij doen een hele fiscale schoonmaak.

 Wij schaffen alle toeslagen af, alle heffingskorten...

 alle werkgevers- en werknemerspremies.

 En wat wij daarin doen, is dat we iedereen een huishoudtoelage geven.

 Met daarbovenop een basistoelage per persoon per huishouden...

 in opmaat naar een basisinkomen.

 En wij laten morgen zien dat dat ervoor zorgt dat iedereen...

 en zeker de mensen die het op dit moment het moeilijkst hebben...

 er flink op vooruit kunnen gaan.

 En dat is de manier om te zorgen dat ook mensen dadelijk...

 gewoon de energierekening kunnen blijven betalen."
WON02440099,SPEAKER_11,1993.709677419355,2058.2258064516127,,,0.825,Laurens Dassen,0.6899506694795122," Dat is in de eigen land.

 We zagen vorige winter nog iets gebeuren.

 Toen Europa ineens niet meer Russisch gas wilde importeren of kreeg...

 zijn we LNG gaan importeren.

 De schepen die op weg waren naar Pakistan zijn rechtsomkeerd gegaan...

 omdat wij meer boden dan Pakistan.

 En daar zaten ze in het donker.

 Daar waren blackouts omdat wij het geld hebben...

 om op een andere manier met ons energiesysteem om te gaan.

 Als u het heeft over alternatieven voor die gascentrales...

 die u wilt uitzetten, dan kan dat ook het gevolg zijn...

 dat ze in Pakistan in de kou zitten.

 Vindt u dat dan klimaatrechtvaardig?"
WON02440099,SPEAKER_09,2058.2258064516127,2107.0033955857384,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5258135580528027," Sterker nog, wij hebben hier meerdere keren de minister opgeroepen...

 om dit niet te doen.

 Want ook LNG is enorm schadelijk voor het klimaat.

 Maar precies hier zie je dat de klimaatrechtvaardigheid...

 niet altijd goed werkt.

 Sterker nog, voordat de gascrisis begon...

 hebben Europese landen tegen de Afrikaanse landen gezegd...

 jullie mogen niet naar gas gaan boren.

 En drie maanden later stonden diezelfde Europese leiders in Afrika...

 om aan te geven, mogen wij alsjeblieft jullie gas hebben.

 Sorry, dat vind ik ook krankzinnig.

 Er moet veel meer ingezet worden om te zorgen dat we besparen.

 Dat we dat gas niet meer nodig hebben.

 Je ziet hoe snel het kan gaan op het moment dat je in een crisis zet.

 En daar doen we nog veel te weinig in.

 Dus ik ben het helemaal met u eens.

 Dat is krankzinnig.

 En sterker nog, het heeft ook geopolitiek heel vervelende gevolgen.

 Want er wordt naar Europa gekeken.

 Ja, Europa, jullie zijn hypocriet op het moment dat het jullie uitkomt."
WON02440099,SPEAKER_11,2108.0220713073004,2114.5755517826824,,,0.825,,0.9144254028070021," Is dit vol vuur de radicale kant van Laurens Dassen...

 waar uw vader misschien een heel klein beetje voor gewaarschuwd heeft?"
WON02440099,SPEAKER_09,2115.0,2140.2122241086586,Laurens Dassen,Laurens Dassen,0.8157894736842105,Laurens Dassen,0.5460134506740323," Ik denk dat mijn vader heel trots is dat ik me hier hard voor maak.

 Omdat hij ook ziet dat er ontzettend veel moet gebeuren.

 En ik pretendeer niet dat het makkelijk gaat zijn.

 En ik pretendeer ook niet dat we de komende jaren...

 niet ook met fouten te maken gaan krijgen.

 Want dit is een gigantische transitie.

 En niemand weet precies hoe dat gaat lopen.

 Wat ik wel weet, is dat we de keuzes maken die in het volkverkiezingsprogramma staan.

 Dan gaan we in ieder geval zorgen dat we de goede kant op gaan."
WON02440099,SPEAKER_11,2141.943972835314,2147.0033955857384,,,0.825,,0.9136313143426158," Arjan Noorlander, als je dit zo hoort...

 met wie zou Volt een coalitie kunnen gaan vormen?"
WON02440099,SPEAKER_08,2147.0033955857384,2159.7877758913414,,,1.0,,0.8421166048957712," Het moet gewoon nog in het nationale parlement.

 Dat grote Europa is er nog even niet.

 Dus dat denk ik sowieso D66. Zet hem er maar even bij.

 Het zal wel een progressief kabinet moeten worden, maar u bent er nog niet.

 Wat komt daar nog bij?"
